机构代码		操作员		操作类型		操作日期
573079086		guolili   		证书打印  		2013-04-24		
594912495		GuoMiaoL  		证书打印  		2013-04-24		
793134462		LiMeiXuan 		年检      		2013-04-24		
578725999		FangQi    		年检      		2013-04-24		
L11939876		guolili   		证书打印  		2013-04-24		
665113886		XieXiuHua 		年检      		2013-04-24		
687264247		XieXiuHua 		年检      		2013-04-24		
42855002X		LiGuiMei  		证书打印  		2013-04-24		
780708973		WengLiNa  		年检      		2013-04-24		
567980206		ZengWeiGuo		年检      		2013-04-24		
42855002X		LiGuiMei  		变更      		2013-04-24		
L19881760		ZhaoJianH 		申请表修改		2013-04-24		
L11939876		WangYunLi 		换证      		2013-04-24		
L3962979X		LiMeiXuan 		年检      		2013-04-24		
L19881760		ZhaoJianH 		换证      		2013-04-24		
056366554		QiuMingJ  		年检      		2013-04-24		
562405974		huangfeng 		证书打印  		2013-04-24		
760356456		QiuMingJ  		年检      		2013-04-24		
562405974		huangfeng 		变更      		2013-04-24		
573079086		ZengWeiGuo		IC卡发放  		2013-04-24		
573079086		ZengWeiGuo		变更      		2013-04-24		
56243840X		LiMeiXuan 		年检      		2013-04-24		
062332908		WuWeiBin  		证书打印  		2013-04-24		
062332908		WuWeiBin  		新增      		2013-04-24		
062332895		MeiJi     		新增      		2013-04-24		
062332895		MeiJi     		IC卡发放  		2013-04-24		
589262934		guolili   		证书打印  		2013-04-24		
06233222X		LinZiXiang		证书打印  		2013-04-24		
557398554		FangQi    		年检      		2013-04-24		
293733792		LuShaoYun 		年检      		2013-04-24		
676062260		LiMeiXuan 		年检      		2013-04-24		
567986907		ZengWeiGuo		年检      		2013-04-24		
594940648		guolili   		证书打印  		2013-04-24		
062332887		MeiJi     		新增      		2013-04-24		
062332887		MeiJi     		IC卡发放  		2013-04-24		
573093371		WangYunLi 		年检      		2013-04-24		
693189845		FangQi    		年检      		2013-04-24		
062332190		LinYouTao 		制卡		2013-04-24
201499303		guolili   		制卡		2013-04-24
578725729		LiMeiXuan 		年检      		2013-04-24		
594940648		ZengWeiGuo		换证      		2013-04-24		
062332190		LinYouTao 		证书打印  		2013-04-24		
589262934		FangQi    		换证      		2013-04-24		
062332879		MeiJi     		新增      		2013-04-24		
062332879		MeiJi     		IC卡发放  		2013-04-24		
780739331		WangYunLi 		年检      		2013-04-24		
578718131		FangQi    		年检      		2013-04-24		
557356282		LiMeiXuan 		年检      		2013-04-24		
201499303		WangYunLi 		IC卡发放  		2013-04-24		
201499303		WangYunLi 		年检      		2013-04-24		
798723397		XiaoYun   		年检      		2013-04-24		
062332860		MeiJi     		新增      		2013-04-24		
062332860		MeiJi     		IC卡发放  		2013-04-24		
687255789		ZengWeiGuo		年检      		2013-04-24		
L19861065		LiMeiXuan 		年检      		2013-04-24		
201521486		FengQiong 		年检      		2013-04-24		
74258544X		ZengWeiGuo		年检      		2013-04-24		
L19850737		XieXiuHua 		年检      		2013-04-24		
201290999		FangQi    		年检      		2013-04-24		
589279824		guolili   		证书打印  		2013-04-24		
062332852		MeiJi     		新增      		2013-04-24		
062332852		MeiJi     		IC卡发放  		2013-04-24		
557356004		ZengWeiGuo		年检      		2013-04-24		
57874214X		LiMeiXuan 		年检      		2013-04-24		
L56221171		WengLiNa  		新增      		2013-04-24		
062331200		guolili   		制卡		2013-04-24
062331200		guolili   		证书打印  		2013-04-24		
L04359347		WangYunLi 		年检      		2013-04-24		
780735891		LinYouTao 		制卡		2013-04-24
693170036		ZengWeiGuo		年检      		2013-04-24		
589276682		guolili   		证书打印  		2013-04-24		
062332844		MeiJi     		新增      		2013-04-24		
062332844		MeiJi     		IC卡发放  		2013-04-24		
793116192		LinYouTao 		制卡		2013-04-24
793116192		LinYouTao 		IC卡补卡  		2013-04-24		
L39640702		FangQi    		年检      		2013-04-24		
59491575X		guolili   		证书打印  		2013-04-24		
713867851		ZengWeiGuo		年检      		2013-04-24		
L04364103		FangQi    		年检      		2013-04-24		
589279824		LiMeiXuan 		换证      		2013-04-24		
L04357261		guolili   		证书打印  		2013-04-24		
062328001		MeiJi     		修改已打印记录		2013-04-24		
L51631155		XieXiuHua 		年检      		2013-04-24		
062332836		MeiJi     		新增      		2013-04-24		
062332836		MeiJi     		IC卡发放  		2013-04-24		
051066683		guolili   		证书打印  		2013-04-24		
589276682		LiMeiXuan 		换证      		2013-04-24		
793136636		XiaoYun   		年检      		2013-04-24		
69317255X		FangQi    		年检      		2013-04-24		
L1194558X		WangYunLi 		年检      		2013-04-24		
59493562X		guolili   		证书打印  		2013-04-24		
062331091		guolili   		制卡		2013-04-24
062331091		guolili   		证书打印  		2013-04-24		
730071169		LiMeiXuan 		年检      		2013-04-24		
984088569		XiaoYun   		年检      		2013-04-24		
062332828		MeiJi     		新增      		2013-04-24		
062332828		MeiJi     		IC卡发放  		2013-04-24		
578702068		ZengWeiGuo		年检      		2013-04-24		
693164568		ChenXiaoYi		证书打印  		2013-04-24		
793116192		TangXue   		年检      		2013-04-24		
59491575X		LiMeiXuan 		换证      		2013-04-24		
59493562X		ZengWeiGuo		换证      		2013-04-24		
780735891		TangXue   		IC卡发放  		2013-04-24		
780735891		TangXue   		年检      		2013-04-24		
06233281X		MeiJi     		新增      		2013-04-24		
06233281X		MeiJi     		IC卡发放  		2013-04-24		
L04351177		FangQi    		年检      		2013-04-24		
201293401		guolili   		制卡		2013-04-24
693164568		ChenXiaoYi		换证      		2013-04-24		
201293401		guolili   		证书打印  		2013-04-24		
L11928042		CaiFuYu   		年检      		2013-04-24		
780735891		TangXue   		年检      		2013-04-24		
051066683		ZengWeiGuo		换证      		2013-04-24		
793140870		LinYouTao 		制卡		2013-04-24
676096858		LiMeiXuan 		年检      		2013-04-24		
793135721		TangXue   		年检      		2013-04-24		
062332801		MeiJi     		新增      		2013-04-24		
062332801		MeiJi     		IC卡发放  		2013-04-24		
767472986		ZengWeiGuo		年检      		2013-04-24		
L04357261		FangQi    		换证      		2013-04-24		
557370025		LiMeiXuan 		年检      		2013-04-24		
562422096		LiMeiXuan 		年检      		2013-04-24		
062332799		MeiJi     		新增      		2013-04-24		
062332799		MeiJi     		IC卡发放  		2013-04-24		
767493189		LuShaoYun 		IC卡发放  		2013-04-24		
767493189		LuShaoYun 		年检      		2013-04-24		
760356528		LiMeiXuan 		年检      		2013-04-24		
051075918		guolili   		证书打印  		2013-04-24		
201293401		ZengWeiGuo		申请表修改		2013-04-24		
201293401		ZengWeiGuo		换证      		2013-04-24		
201293401		ZengWeiGuo		IC卡发放  		2013-04-24		
062332772		FengQiong 		证书打印  		2013-04-24		
051075918		FangQi    		换证      		2013-04-24		
793140870		LuShaoYun 		IC卡发放  		2013-04-24		
793140870		LuShaoYun 		年检      		2013-04-24		
062332780		MeiJi     		新增      		2013-04-24		
062332780		MeiJi     		IC卡发放  		2013-04-24		
671055555		LinYouTao 		制卡		2013-04-24
721288729		LiMeiXuan 		年检      		2013-04-24		
062332772		FengQiong 		新增      		2013-04-24		
062332764		MeiJi     		新增      		2013-04-24		
062332764		MeiJi     		IC卡发放  		2013-04-24		
L56221163		WengLiNa  		新增      		2013-04-24		
201295677		FangQi    		年检      		2013-04-24		
671055555		LuShaoYun 		IC卡发放  		2013-04-24		
671055555		LuShaoYun 		年检      		2013-04-24		
671055555		LuShaoYun 		IC卡发放  		2013-04-24		
671055555		LuShaoYun 		年检      		2013-04-24		
59492447X		XieXiuHua 		年检      		2013-04-24		
L45394501		WangYunLi 		年检      		2013-04-24		
062332756		MeiJi     		新增      		2013-04-24		
062332756		MeiJi     		IC卡发放  		2013-04-24		
721258714		FangQi    		年检      		2013-04-24		
681194794		XieXiuHua 		年检      		2013-04-24		
201245741		LuShaoYun 		年检      		2013-04-24		
573059253		FangQi    		年检      		2013-04-24		
L04366176		guolili   		证书打印  		2013-04-24		
698923113		FangQi    		年检      		2013-04-24		
062332748		MeiJi     		新增      		2013-04-24		
062332748		MeiJi     		IC卡发放  		2013-04-24		
747757271		FangQi    		年检      		2013-04-24		
780746320		FangQi    		年检      		2013-04-24		
06233273X		MeiJi     		新增      		2013-04-24		
06233273X		MeiJi     		IC卡发放  		2013-04-24		
747757271		guolili   		年检      		2013-04-24		
L04366176		WangYunLi 		申请表修改		2013-04-24		
201251324		LuShaoYun 		年检      		2013-04-24		
578700927		FangQi    		年检      		2013-04-24		
747768077		ZengWeiGuo		年检      		2013-04-24		
062332721		LiLinJiao 		新增      		2013-04-24		
G50259586		LiGuiMei  		修改已打印记录		2013-04-24		
062332713		MeiJi     		新增      		2013-04-24		
062332713		MeiJi     		IC卡发放  		2013-04-24		
730068058		ZengWeiGuo		年检      		2013-04-24		
573062110		FangQi    		年检      		2013-04-24		
567976098		ZengWeiGuo		年检      		2013-04-24		
L32901471		LiLinJiao 		年检      		2013-04-24		
698944248		LiLinJiao 		年检      		2013-04-24		
798704276		LiLinJiao 		年检      		2013-04-24		
594946388		guolili   		证书打印  		2013-04-24		
L56221155		LiLinJiao 		新增      		2013-04-24		
062331622		guolili   		制卡		2013-04-24
062331622		guolili   		证书打印  		2013-04-24		
062331614		guolili   		制卡		2013-04-24
062331614		guolili   		证书打印  		2013-04-24		
594946388		ZengWeiGuo		换证      		2013-04-24		
G50259586		LiGuiMei  		年检      		2013-04-24		
L32929669		LiLinJiao 		年检      		2013-04-24		
L51621539		LiLinJiao 		年检      		2013-04-24		
552789732		LiLinJiao 		年检      		2013-04-24		
L32909967		LiLinJiao 		年检      		2013-04-24		
793130832		LiLinJiao 		年检      		2013-04-24		
L32909852		LiLinJiao 		变更      		2013-04-24		
L56221147		LiLinJiao 		新增      		2013-04-24		
L56221139		LiLinJiao 		新增      		2013-04-24		
L56221120		LiLinJiao 		新增      		2013-04-24		
589258708		FengQiong 		证书打印  		2013-04-24		
589258708		FengQiong 		换证      		2013-04-24		
793135721		LuShaoYun 		年检      		2013-04-23		
062332641		LuShaoYun 		新增      		2013-04-23		
062332641		LuShaoYun 		IC卡发放  		2013-04-23		
793135721		TangXue   		年检      		2013-04-23		
062332633		LiPing    		新增      		2013-04-23		
062332633		LiPing    		IC卡发放  		2013-04-23		
062332596		MeiJi     		新增      		2013-04-23		
062332596		MeiJi     		IC卡发放  		2013-04-23		
062332553		MeiJi     		新增      		2013-04-23		
062332553		MeiJi     		IC卡发放  		2013-04-23		
051071212		LiMeiXuan 		换证      		2013-04-23		
06233222X		LinZiXiang		新增      		2013-04-23		
594948818		LiMeiXuan 		换证      		2013-04-23		
062332190		XiaoYun   		新增      		2013-04-23		
062332190		XiaoYun   		IC卡发放  		2013-04-23		
681194559		FangQi    		代码迁出		2013-04-23		
L56220697		XieXiuHua 		新增      		2013-04-23		
L56220670		XieXiuHua 		新增      		2013-04-23		
L56220662		MaiLing   		新增      		2013-04-23		
79870441X		MaiLing   		变更      		2013-04-23		
L19899557		FangQi    		换证      		2013-04-23		
056374191		MaiLing   		换证      		2013-04-22		
730049842		MaiLing   		变更      		2013-04-22		
062331788		MaiLing   		新增      		2013-04-22		
06233177X		MaiLing   		新增      		2013-04-22		
79311498X		GuoMiaoL  		变更      		2013-04-22		
L56220638		MaiLing   		新增      		2013-04-22		
L27909807		GuoMiaoL  		变更      		2013-04-22		
062331745		MeiJi     		新增      		2013-04-22		
062331745		MeiJi     		IC卡发放  		2013-04-22		
062331737		MeiJi     		新增      		2013-04-22		
062331737		MeiJi     		IC卡发放  		2013-04-22		
062331729		MaiLing   		新增      		2013-04-22		
062331710		MeiJi     		新增      		2013-04-22		
062331710		MeiJi     		IC卡发放  		2013-04-22		
062331702		MeiJi     		新增      		2013-04-22		
062331702		MeiJi     		IC卡发放  		2013-04-22		
06233169X		MaiLing   		新增      		2013-04-22		
062331673		MeiJi     		新增      		2013-04-22		
062331673		MeiJi     		IC卡发放  		2013-04-22		
L45370809		GuoMiaoL  		变更      		2013-04-22		
062331657		MaiLing   		新增      		2013-04-22		
L56220590		MeiJi     		新增      		2013-04-22		
L56220590		MeiJi     		IC卡发放  		2013-04-22		
062331630		MaiLing   		新增      		2013-04-22		
L56220582		LiLinJiao 		新增      		2013-04-22		
062331622		MeiJi     		新增      		2013-04-22		
062331622		MeiJi     		IC卡发放  		2013-04-22		
062331614		MeiJi     		新增      		2013-04-22		
062331614		MeiJi     		IC卡发放  		2013-04-22		
L56220558		MaiLing   		新增      		2013-04-22		
062331593		LiLinJiao 		新增      		2013-04-22		
201343982		GuoMiaoL  		变更      		2013-04-22		
062331577		MeiJi     		新增      		2013-04-22		
062331577		MeiJi     		IC卡发放  		2013-04-22		
L5622054X		MaiLing   		新增      		2013-04-22		
062331569		MeiJi     		新增      		2013-04-22		
062331569		MeiJi     		IC卡发放  		2013-04-22		
L56220523		MeiJi     		新增      		2013-04-22		
L56220523		MeiJi     		IC卡发放  		2013-04-22		
062331542		LiLinJiao 		新增      		2013-04-22		
062331534		MaiLing   		新增      		2013-04-22		
062331526		MeiJi     		新增      		2013-04-22		
062331526		MeiJi     		IC卡发放  		2013-04-22		
L56220515		MaiLing   		新增      		2013-04-22		
L56220494		MeiJi     		新增      		2013-04-22		
L56220494		MeiJi     		IC卡发放  		2013-04-22		
L56220486		MeiJi     		新增      		2013-04-22		
L56220486		MeiJi     		IC卡发放  		2013-04-22		
L56220478		MeiJi     		新增      		2013-04-22		
L56220478		MeiJi     		IC卡发放  		2013-04-22		
L5622046X		MeiJi     		新增      		2013-04-22		
L5622046X		MeiJi     		IC卡发放  		2013-04-22		
062331470		MeiJi     		新增      		2013-04-22		
062331470		MeiJi     		IC卡发放  		2013-04-22		
L32904656		LiLinJiao 		换证      		2013-04-22		
05107400X		MaiLing   		换证      		2013-04-22		
671078175		MaiLing   		变更      		2013-04-22		
L32949002		MaiLing   		换证      		2013-04-22		
051088145		MaiLing   		换证      		2013-04-22		
594921631		MaiLing   		换证      		2013-04-22		
062327842		MaiLing   		变更      		2013-04-22		
L56220443		MeiJi     		新增      		2013-04-22		
L56220443		MeiJi     		IC卡发放  		2013-04-22		
589283460		LiLinJiao 		换证      		2013-04-22		
708824291		LiLinJiao 		申请表修改		2013-04-22		
062331411		MeiJi     		新增      		2013-04-22		
062331411		MeiJi     		IC卡发放  		2013-04-22		
693153017		LiLinJiao 		换证      		2013-04-22		
708824291		LiLinJiao 		换证      		2013-04-22		
062331390		MeiJi     		新增      		2013-04-22		
062331390		MeiJi     		IC卡发放  		2013-04-22		
L56220435		MeiJi     		新增      		2013-04-22		
L56220435		MeiJi     		IC卡发放  		2013-04-22		
062331382		MeiJi     		新增      		2013-04-22		
062331382		MeiJi     		IC卡发放  		2013-04-22		
L56220427		MeiJi     		新增      		2013-04-22		
L56220427		MeiJi     		IC卡发放  		2013-04-22		
062331374		MeiJi     		新增      		2013-04-22		
062331374		MeiJi     		IC卡发放  		2013-04-22		
L56220419		MeiJi     		新增      		2013-04-22		
L56220419		MeiJi     		IC卡发放  		2013-04-22		
L56220400		MeiJi     		新增      		2013-04-22		
L56220400		MeiJi     		IC卡发放  		2013-04-22		
062331366		MaiLing   		新增      		2013-04-22		
062331358		MaiLing   		新增      		2013-04-22		
06233134X		MeiJi     		新增      		2013-04-22		
06233134X		MeiJi     		IC卡发放  		2013-04-22		
L56220398		MaiLing   		新增      		2013-04-22		
062331331		MeiJi     		新增      		2013-04-22		
062331331		MeiJi     		IC卡发放  		2013-04-22		
062331323		MeiJi     		新增      		2013-04-22		
062331323		MeiJi     		IC卡发放  		2013-04-22		
062331307		MeiJi     		新增      		2013-04-22		
062331307		MeiJi     		IC卡发放  		2013-04-22		
062331294		MeiJi     		新增      		2013-04-22		
062331294		MeiJi     		IC卡发放  		2013-04-22		
062331278		MeiJi     		新增      		2013-04-22		
062331278		MeiJi     		IC卡发放  		2013-04-22		
693187401		MaiLing   		换证      		2013-04-22		
062331251		MeiJi     		新增      		2013-04-22		
062331251		MeiJi     		IC卡发放  		2013-04-22		
L56220363		MaiLing   		新增      		2013-04-22		
062331243		MeiJi     		新增      		2013-04-22		
062331243		MeiJi     		IC卡发放  		2013-04-22		
062331227		MeiJi     		新增      		2013-04-22		
062331227		MeiJi     		IC卡发放  		2013-04-22		
062331219		XiaoYun   		新增      		2013-04-22		
062331219		XiaoYun   		IC卡发放  		2013-04-22		
062331200		MeiJi     		新增      		2013-04-22		
062331200		MeiJi     		IC卡发放  		2013-04-22		
798705375		MaiLing   		变更      		2013-04-22		
062331171		MeiJi     		新增      		2013-04-22		
062331171		MeiJi     		IC卡发放  		2013-04-22		
L56220347		MeiJi     		新增      		2013-04-22		
L56220347		MeiJi     		IC卡发放  		2013-04-22		
062331163		MeiJi     		新增      		2013-04-22		
062331163		MeiJi     		IC卡发放  		2013-04-22		
062331112		MeiJi     		新增      		2013-04-22		
062331112		MeiJi     		IC卡发放  		2013-04-22		
062331091		MeiJi     		新增      		2013-04-22		
062331091		MeiJi     		IC卡发放  		2013-04-22		
062331040		MeiJi     		新增      		2013-04-22		
062331040		MeiJi     		IC卡发放  		2013-04-22		
L56220072		MeiJi     		新增      		2013-04-19		
L56220072		MeiJi     		IC卡发放  		2013-04-19		
L27914710		MaiLing   		变更      		2013-04-19		
06233046X		LuYuan    		新增      		2013-04-19		
06233046X		LuYuan    		IC卡发放  		2013-04-19		
062330443		MeiJi     		新增      		2013-04-19		
062330443		MeiJi     		IC卡发放  		2013-04-19		
L56219880		MeiJi     		新增      		2013-04-19		
L56219880		MeiJi     		IC卡发放  		2013-04-19		
L56219813		MaiLing   		新增      		2013-04-19		
062328001		guolili   		制卡		2013-04-18
062328001		guolili   		证书打印  		2013-04-18		
589277749		MaiLing   		换证      		2013-04-18		
062329127		guolili   		制卡		2013-04-18
062329127		guolili   		证书打印  		2013-04-18		
L56219485		MeiJi     		新增      		2013-04-18		
L56219485		MeiJi     		IC卡发放  		2013-04-18		
L56219477		MeiJi     		新增      		2013-04-18		
L56219477		MeiJi     		IC卡发放  		2013-04-18		
L56219346		MaiLing   		新增      		2013-04-18		
062329127		MeiJi     		新增      		2013-04-18		
062329127		MeiJi     		IC卡发放  		2013-04-18		
062328781		ZhouJie   		证书打印  		2013-04-17		
062327842		GuoMiaoL  		证书打印  		2013-04-17		
062328781		ZhouJie   		新增      		2013-04-17		
594912495		MaiLing   		换证      		2013-04-17		
062328570		MaiLing   		新增      		2013-04-17		
062328001		MeiJi     		新增      		2013-04-16		
062328001		MeiJi     		IC卡发放  		2013-04-16		
735828909		MaiLing   		变更      		2013-04-16		
062327842		MaiLing   		新增      		2013-04-16		
594911337		XieXiuHua 		变更      		2013-04-16		
056388729		MaiLing   		换证      		2013-04-15		
L04366176		WangYunLi 		换证      		2013-04-15		
L56218052		MaiLing   		新增      		2013-04-15		
L27901848		MaiLing   		变更      		2013-04-12		
573086147		ZengWeiGuo		年检      		2013-04-07		
552788043		TangXue   		年检      		2013-04-03		
294126310		LinYouTao 		证书打印  		2013-04-02		
294126310		TangXue   		变更      		2013-04-02		
681197944		QiuMingJ  		年检      		2013-04-01		
062318065		GuoMiaoL  		证书打印  		2013-04-01		
062318065		GuoMiaoL  		新增      		2013-03-28		
062316158		GuoMiaoL  		证书打印  		2013-03-28		
284002779		TangXue   		年检      		2013-03-27		
062316158		GuoMiaoL  		新增      		2013-03-26		
062313483		MaiLing   		证书打印  		2013-03-25		
062313280		MaiLing   		证书打印  		2013-03-22		
69316666X		ZengWeiGuo		年检      		2013-03-21		
062313483		GuoMiaoL  		新增      		2013-03-20		
062313280		GuoMiaoL  		新增      		2013-03-20		
573079086		guolili   		制卡		2013-03-20
573079086		guolili   		证书打印  		2013-03-20		
573079086		ZengWeiGuo		IC卡发放  		2013-03-20		
573079086		ZengWeiGuo		变更      		2013-03-20		
062311226		WeiZhiQ   		证书打印  		2013-03-18		
06231024X		WeiZhiQ   		证书打印  		2013-03-18		
589251717		guolili   		证书打印  		2013-03-18		
589251717		FangQi    		换证      		2013-03-18		
062310274		WeiZhiQ   		证书打印  		2013-03-18		
062311226		GuoMiaoL  		新增      		2013-03-18		
062310274		GuoMiaoL  		新增      		2013-03-14		
06231024X		WeiZhiQ   		新增      		2013-03-14		
051087249		guolili   		制卡		2013-03-13
051087249		guolili   		证书打印  		2013-03-13		
051087249		LiMeiXuan 		IC卡发放  		2013-03-13		
051087249		LiMeiXuan 		变更      		2013-03-13		
L56208188		guolili   		制卡		2013-03-08
L56208188		guolili   		证书打印  		2013-03-08		
567965663		WeiZhiQ   		换证      		2013-03-07		
L56208188		MeiJi     		新增      		2013-03-06		
L56208188		MeiJi     		IC卡发放  		2013-03-06		
06230339X		WeiZhiQ   		证书打印  		2013-03-04		
06230339X		FengChanT 		新增      		2013-02-27		
284091142		HuangHongY		制卡		2013-02-27
284091142		HuangHongY		证书打印  		2013-02-27		
284091142		LinYouTao 		变更      		2013-02-27		
428700825		QiuMingJ  		证书打印  		2013-02-27		
428700825		QiuMingJ  		换证      		2013-02-27		
062302143		GuoMiaoL  		证书打印  		2013-02-27		
062302143		FengChanT 		新增      		2013-02-25		
056398046		GuoMiaoL  		证书打印  		2013-02-18		
557386684		HuangHongY		制卡		2013-02-06
557386684		HuangHongY		证书打印  		2013-02-06		
056398046		FengChanT 		新增      		2013-02-04		
557386684		LinYouTao 		IC卡发放  		2013-02-01		
557386684		LinYouTao 		变更      		2013-02-01		
056395048		MaiLing   		证书打印  		2013-01-30		
557356004		guolili   		制卡		2013-01-30
557356004		guolili   		证书打印  		2013-01-30		
557356004		ZengWeiGuo		换证      		2013-01-30		
557356004		ZengWeiGuo		IC卡发放  		2013-01-30		
557356004		ZengWeiGuo		IC卡废置  		2013-01-30		
056395048		linjuan   		新增      		2013-01-29		
671076073		guolili   		制卡		2013-01-24
671076073		guolili   		证书打印  		2013-01-24		
671076073		ZengWeiGuo		IC卡发放  		2013-01-24		
671076073		ZengWeiGuo		变更      		2013-01-24		
056392947		guolili   		制卡		2013-01-24
056392947		guolili   		证书打印  		2013-01-24		
056391178		FengChanT 		证书打印  		2013-01-24		
056392947		MeiJi     		新增      		2013-01-24		
056392947		MeiJi     		IC卡发放  		2013-01-24		
721267194		YangJinG  		年检      		2013-01-22		
056391178		linjuan   		新增      		2013-01-22		
557381074		MaiLing   		证书打印  		2013-01-21		
056386512		MaiLing   		证书打印  		2013-01-18		
056388729		MaiLing   		证书打印  		2013-01-17		
562439314		WuWeiBin  		证书打印  		2013-01-17		
562439314		WuWeiBin  		变更      		2013-01-17		
562439314		WuWeiBin  		证书打印  		2013-01-17		
562439314		WuWeiBin  		换证      		2013-01-17		
L32909852		LiLinJiao 		修改已打印记录		2013-01-17		
056387363		guolili   		制卡		2013-01-17
056387363		guolili   		证书打印  		2013-01-17		
056388729		linjuan   		新增      		2013-01-17		
557381074		linjuan   		变更      		2013-01-16		
056387363		MeiJi     		新增      		2013-01-15		
056387363		MeiJi     		IC卡发放  		2013-01-15		
056386512		linjuan   		新增      		2013-01-14		
L51643455		MaiLing   		证书打印  		2013-01-04		
